,Date,Volatility,PeriodStart,PeriodEnd,DataPointsUsed,DatesUsed
3272,2002-12-19,0.0077887929004938,2002-12-19,2002-12-24,4,"2002-12-19,2002-12-20,2002-12-23,2002-12-24"
3273,2002-12-20,0.007122885753080275,2002-12-20,2002-12-26,4,"2002-12-20,2002-12-23,2002-12-24,2002-12-26"
3274,2002-12-23,0.006518343192238293,2002-12-23,2002-12-27,4,"2002-12-23,2002-12-24,2002-12-26,2002-12-27"
3275,2002-12-24,0.0073591833563107535,2002-12-24,2002-12-30,4,"2002-12-24,2002-12-26,2002-12-27,2002-12-30"
3276,2002-12-26,0.007712412745160631,2002-12-26,2002-12-31,4,"2002-12-26,2002-12-27,2002-12-30,2002-12-31"
3277,2002-12-27,0.01772536252673722,2002-12-27,2003-01-02,4,"2002-12-27,2002-12-30,2002-12-31,2003-01-02"
3278,2002-12-30,0.013847199974066991,2002-12-30,2003-01-03,4,"2002-12-30,2002-12-31,2003-01-02,2003-01-03"
3279,2002-12-31,0.01442882815355758,2002-12-31,2003-01-06,4,"2002-12-31,2003-01-02,2003-01-03,2003-01-06"
3280,2003-01-02,0.016269618855745613,2003-01-02,2003-01-07,4,"2003-01-02,2003-01-03,2003-01-06,2003-01-07"
3281,2003-01-03,0.013657455049826059,2003-01-03,2003-01-08,4,"2003-01-03,2003-01-06,2003-01-07,2003-01-08"
3282,2003-01-06,0.01588610187313804,2003-01-06,2003-01-09,4,"2003-01-06,2003-01-07,2003-01-08,2003-01-09"
3283,2003-01-07,0.012416356711492922,2003-01-07,2003-01-10,4,"2003-01-07,2003-01-08,2003-01-09,2003-01-10"
3284,2003-01-08,0.011963080262999524,2003-01-08,2003-01-13,4,"2003-01-08,2003-01-09,2003-01-10,2003-01-13"
3285,2003-01-09,0.008220068988282913,2003-01-09,2003-01-14,4,"2003-01-09,2003-01-10,2003-01-13,2003-01-14"
3286,2003-01-10,0.00739918871984533,2003-01-10,2003-01-15,4,"2003-01-10,2003-01-13,2003-01-14,2003-01-15"
3287,2003-01-13,0.007262479338198137,2003-01-13,2003-01-16,4,"2003-01-13,2003-01-14,2003-01-15,2003-01-16"
3288,2003-01-14,0.008333879077908278,2003-01-14,2003-01-17,4,"2003-01-14,2003-01-15,2003-01-16,2003-01-17"
3289,2003-01-15,0.004705931539901974,2003-01-15,2003-01-21,4,"2003-01-15,2003-01-16,2003-01-17,2003-01-21"
3290,2003-01-16,0.004509535648943625,2003-01-16,2003-01-22,4,"2003-01-16,2003-01-17,2003-01-21,2003-01-22"
3291,2003-01-17,0.010398011705332697,2003-01-17,2003-01-23,4,"2003-01-17,2003-01-21,2003-01-22,2003-01-23"
3292,2003-01-21,0.014186331653810775,2003-01-21,2003-01-24,4,"2003-01-21,2003-01-22,2003-01-23,2003-01-24"
3293,2003-01-22,0.01422326950739137,2003-01-22,2003-01-27,4,"2003-01-22,2003-01-23,2003-01-24,2003-01-27"
3294,2003-01-23,0.01780629261430461,2003-01-23,2003-01-28,4,"2003-01-23,2003-01-24,2003-01-27,2003-01-28"
3295,2003-01-24,0.017092573946889008,2003-01-24,2003-01-29,4,"2003-01-24,2003-01-27,2003-01-28,2003-01-29"
3296,2003-01-27,0.015062636546737274,2003-01-27,2003-01-30,4,"2003-01-27,2003-01-28,2003-01-29,2003-01-30"
3297,2003-01-28,0.014876228544888593,2003-01-28,2003-01-31,4,"2003-01-28,2003-01-29,2003-01-30,2003-01-31"
3298,2003-01-29,0.01385720156432217,2003-01-29,2003-02-03,4,"2003-01-29,2003-01-30,2003-01-31,2003-02-03"
3299,2003-01-30,0.014468940925642243,2003-01-30,2003-02-04,4,"2003-01-30,2003-01-31,2003-02-03,2003-02-04"
3300,2003-01-31,0.010359952127952992,2003-01-31,2003-02-05,4,"2003-01-31,2003-02-03,2003-02-04,2003-02-05"
3301,2003-02-03,0.006945042587651961,2003-02-03,2003-02-06,4,"2003-02-03,2003-02-04,2003-02-05,2003-02-06"
3302,2003-02-04,0.0034021716928105414,2003-02-04,2003-02-07,4,"2003-02-04,2003-02-05,2003-02-06,2003-02-07"
3303,2003-02-05,0.006678280492867349,2003-02-05,2003-02-10,4,"2003-02-05,2003-02-06,2003-02-07,2003-02-10"
3304,2003-02-06,0.006954873114899717,2003-02-06,2003-02-11,4,"2003-02-06,2003-02-07,2003-02-10,2003-02-11"
3305,2003-02-07,0.0079037447000225,2003-02-07,2003-02-12,4,"2003-02-07,2003-02-10,2003-02-11,2003-02-12"
3306,2003-02-10,0.007607751303452212,2003-02-10,2003-02-13,4,"2003-02-10,2003-02-11,2003-02-12,2003-02-13"
3307,2003-02-11,0.013117919316937647,2003-02-11,2003-02-14,4,"2003-02-11,2003-02-12,2003-02-13,2003-02-14"
3308,2003-02-12,0.014367302575617743,2003-02-12,2003-02-18,4,"2003-02-12,2003-02-13,2003-02-14,2003-02-18"
3309,2003-02-13,0.01257744839906059,2003-02-13,2003-02-19,4,"2003-02-13,2003-02-14,2003-02-18,2003-02-19"
3310,2003-02-14,0.014424301096427632,2003-02-14,2003-02-20,4,"2003-02-14,2003-02-18,2003-02-19,2003-02-20"
3311,2003-02-18,0.012557196049501772,2003-02-18,2003-02-21,4,"2003-02-18,2003-02-19,2003-02-20,2003-02-21"
3312,2003-02-19,0.011565620327866675,2003-02-19,2003-02-24,4,"2003-02-19,2003-02-20,2003-02-21,2003-02-24"
3313,2003-02-20,0.012657455025751087,2003-02-20,2003-02-25,4,"2003-02-20,2003-02-21,2003-02-24,2003-02-25"
3314,2003-02-21,0.013288788255024468,2003-02-21,2003-02-26,4,"2003-02-21,2003-02-24,2003-02-25,2003-02-26"
3315,2003-02-24,0.012855442968167177,2003-02-24,2003-02-27,4,"2003-02-24,2003-02-25,2003-02-26,2003-02-27"
3316,2003-02-25,0.009445283033809268,2003-02-25,2003-02-28,4,"2003-02-25,2003-02-26,2003-02-27,2003-02-28"
3317,2003-02-26,0.009804266521295195,2003-02-26,2003-03-03,4,"2003-02-26,2003-02-27,2003-02-28,2003-03-03"
3318,2003-02-27,0.010507609374624721,2003-02-27,2003-03-04,4,"2003-02-27,2003-02-28,2003-03-03,2003-03-04"
3319,2003-02-28,0.00982949003431794,2003-02-28,2003-03-05,4,"2003-02-28,2003-03-03,2003-03-04,2003-03-05"
3320,2003-03-03,0.00925744255236247,2003-03-03,2003-03-06,4,"2003-03-03,2003-03-04,2003-03-05,2003-03-06"
3321,2003-03-04,0.010849963335961164,2003-03-04,2003-03-07,4,"2003-03-04,2003-03-05,2003-03-06,2003-03-07"
3322,2003-03-05,0.014481146554307841,2003-03-05,2003-03-10,4,"2003-03-05,2003-03-06,2003-03-07,2003-03-10"
3323,2003-03-06,0.012057353061723963,2003-03-06,2003-03-11,4,"2003-03-06,2003-03-07,2003-03-10,2003-03-11"
3324,2003-03-07,0.013296721906841348,2003-03-07,2003-03-12,4,"2003-03-07,2003-03-10,2003-03-11,2003-03-12"
3325,2003-03-10,0.022009947851475736,2003-03-10,2003-03-13,4,"2003-03-10,2003-03-11,2003-03-12,2003-03-13"
3326,2003-03-11,0.015979257563488867,2003-03-11,2003-03-14,4,"2003-03-11,2003-03-12,2003-03-13,2003-03-14"
3327,2003-03-12,0.01600730756676207,2003-03-12,2003-03-17,4,"2003-03-12,2003-03-13,2003-03-14,2003-03-17"
3328,2003-03-13,0.01602540128162362,2003-03-13,2003-03-18,4,"2003-03-13,2003-03-14,2003-03-17,2003-03-18"
3329,2003-03-14,0.0134676872694065,2003-03-14,2003-03-19,4,"2003-03-14,2003-03-17,2003-03-18,2003-03-19"
3330,2003-03-17,0.01342183954937361,2003-03-17,2003-03-20,4,"2003-03-17,2003-03-18,2003-03-19,2003-03-20"
3331,2003-03-18,0.008100148516065457,2003-03-18,2003-03-21,4,"2003-03-18,2003-03-19,2003-03-20,2003-03-21"
3332,2003-03-19,0.021442695130526546,2003-03-19,2003-03-24,4,"2003-03-19,2003-03-20,2003-03-21,2003-03-24"
3333,2003-03-20,0.02185702159883833,2003-03-20,2003-03-25,4,"2003-03-20,2003-03-21,2003-03-24,2003-03-25"
3334,2003-03-21,0.021963934633563584,2003-03-21,2003-03-26,4,"2003-03-21,2003-03-24,2003-03-25,2003-03-26"
3335,2003-03-24,0.017276992270603416,2003-03-24,2003-03-27,4,"2003-03-24,2003-03-25,2003-03-26,2003-03-27"
3336,2003-03-25,0.007311839942869868,2003-03-25,2003-03-28,4,"2003-03-25,2003-03-26,2003-03-27,2003-03-28"
3337,2003-03-26,0.0060444557258029176,2003-03-26,2003-03-31,4,"2003-03-26,2003-03-27,2003-03-28,2003-03-31"
3338,2003-03-27,0.01067655837746167,2003-03-27,2003-04-01,4,"2003-03-27,2003-03-28,2003-03-31,2003-04-01"
3339,2003-03-28,0.01675849643860718,2003-03-28,2003-04-02,4,"2003-03-28,2003-03-31,2003-04-01,2003-04-02"
3340,2003-03-31,0.0166583359714241,2003-03-31,2003-04-03,4,"2003-03-31,2003-04-01,2003-04-02,2003-04-03"
3341,2003-04-01,0.011613535801493874,2003-04-01,2003-04-04,4,"2003-04-01,2003-04-02,2003-04-03,2003-04-04"
3342,2003-04-02,0.011831400092462483,2003-04-02,2003-04-07,4,"2003-04-02,2003-04-03,2003-04-04,2003-04-07"
3343,2003-04-03,0.0029928386088857954,2003-04-03,2003-04-08,4,"2003-04-03,2003-04-04,2003-04-07,2003-04-08"
3344,2003-04-04,0.006580241938061176,2003-04-04,2003-04-09,4,"2003-04-04,2003-04-07,2003-04-08,2003-04-09"
3345,2003-04-07,0.007517170889839206,2003-04-07,2003-04-10,4,"2003-04-07,2003-04-08,2003-04-09,2003-04-10"
3346,2003-04-08,0.007280527723788181,2003-04-08,2003-04-11,4,"2003-04-08,2003-04-09,2003-04-10,2003-04-11"
3347,2003-04-09,0.012403357811925841,2003-04-09,2003-04-14,4,"2003-04-09,2003-04-10,2003-04-11,2003-04-14"
3348,2003-04-10,0.008257825981259324,2003-04-10,2003-04-15,4,"2003-04-10,2003-04-11,2003-04-14,2003-04-15"
3349,2003-04-11,0.011829677212020958,2003-04-11,2003-04-16,4,"2003-04-11,2003-04-14,2003-04-15,2003-04-16"
3350,2003-04-14,0.012239936835830124,2003-04-14,2003-04-17,4,"2003-04-14,2003-04-15,2003-04-16,2003-04-17"
3351,2003-04-15,0.010228769465746324,2003-04-15,2003-04-21,4,"2003-04-15,2003-04-16,2003-04-17,2003-04-21"
3352,2003-04-16,0.013510387619233058,2003-04-16,2003-04-22,4,"2003-04-16,2003-04-17,2003-04-21,2003-04-22"
3353,2003-04-17,0.008727425762047498,2003-04-17,2003-04-23,4,"2003-04-17,2003-04-21,2003-04-22,2003-04-23"
3354,2003-04-21,0.011313563734837767,2003-04-21,2003-04-24,4,"2003-04-21,2003-04-22,2003-04-23,2003-04-24"
3355,2003-04-22,0.014013142790636098,2003-04-22,2003-04-25,4,"2003-04-22,2003-04-23,2003-04-24,2003-04-25"
3356,2003-04-23,0.012690701848153308,2003-04-23,2003-04-28,4,"2003-04-23,2003-04-24,2003-04-25,2003-04-28"
3357,2003-04-24,0.01212966885753051,2003-04-24,2003-04-29,4,"2003-04-24,2003-04-25,2003-04-28,2003-04-29"
3358,2003-04-25,0.011310884615939017,2003-04-25,2003-04-30,4,"2003-04-25,2003-04-28,2003-04-29,2003-04-30"
3359,2003-04-28,0.007678853333314046,2003-04-28,2003-05-01,4,"2003-04-28,2003-04-29,2003-04-30,2003-05-01"
3360,2003-04-29,0.006503121877575284,2003-04-29,2003-05-02,4,"2003-04-29,2003-04-30,2003-05-01,2003-05-02"
3361,2003-04-30,0.007402035252748189,2003-04-30,2003-05-05,4,"2003-04-30,2003-05-01,2003-05-02,2003-05-05"
3362,2003-05-01,0.007451532739217753,2003-05-01,2003-05-06,4,"2003-05-01,2003-05-02,2003-05-05,2003-05-06"
3363,2003-05-02,0.008440057195684757,2003-05-02,2003-05-07,4,"2003-05-02,2003-05-05,2003-05-06,2003-05-07"
3364,2003-05-05,0.0068131910811103594,2003-05-05,2003-05-08,4,"2003-05-05,2003-05-06,2003-05-07,2003-05-08"
3365,2003-05-06,0.009853133505187631,2003-05-06,2003-05-09,4,"2003-05-06,2003-05-07,2003-05-08,2003-05-09"
3366,2003-05-07,0.01065691215805016,2003-05-07,2003-05-12,4,"2003-05-07,2003-05-08,2003-05-09,2003-05-12"
3367,2003-05-08,0.01028961295586788,2003-05-08,2003-05-13,4,"2003-05-08,2003-05-09,2003-05-12,2003-05-13"
3368,2003-05-09,0.008271198205960804,2003-05-09,2003-05-14,4,"2003-05-09,2003-05-12,2003-05-13,2003-05-14"
3369,2003-05-12,0.0068473991026103045,2003-05-12,2003-05-15,4,"2003-05-12,2003-05-13,2003-05-14,2003-05-15"
3370,2003-05-13,0.00466672978513795,2003-05-13,2003-05-16,4,"2003-05-13,2003-05-14,2003-05-15,2003-05-16"
3371,2003-05-14,0.011935788305052727,2003-05-14,2003-05-19,4,"2003-05-14,2003-05-15,2003-05-16,2003-05-19"
3372,2003-05-15,0.01207679589088994,2003-05-15,2003-05-20,4,"2003-05-15,2003-05-16,2003-05-19,2003-05-20"
3373,2003-05-16,0.011113080349715046,2003-05-16,2003-05-21,4,"2003-05-16,2003-05-19,2003-05-20,2003-05-21"
3374,2003-05-19,0.013043268549007657,2003-05-19,2003-05-22,4,"2003-05-19,2003-05-20,2003-05-21,2003-05-22"
3375,2003-05-20,0.0038002276283536245,2003-05-20,2003-05-23,4,"2003-05-20,2003-05-21,2003-05-22,2003-05-23"
3376,2003-05-21,0.006941716134311068,2003-05-21,2003-05-27,4,"2003-05-21,2003-05-22,2003-05-23,2003-05-27"
3377,2003-05-22,0.007350454822979338,2003-05-22,2003-05-28,4,"2003-05-22,2003-05-23,2003-05-27,2003-05-28"
3378,2003-05-23,0.008821995777724391,2003-05-23,2003-05-29,4,"2003-05-23,2003-05-27,2003-05-28,2003-05-29"
3379,2003-05-27,0.009417987034078349,2003-05-27,2003-05-30,4,"2003-05-27,2003-05-28,2003-05-29,2003-05-30"
3380,2003-05-28,0.0066956332807255915,2003-05-28,2003-06-02,4,"2003-05-28,2003-05-29,2003-05-30,2003-06-02"
3381,2003-05-29,0.006568954685290571,2003-05-29,2003-06-03,4,"2003-05-29,2003-05-30,2003-06-02,2003-06-03"
3382,2003-05-30,0.005404351654549391,2003-05-30,2003-06-04,4,"2003-05-30,2003-06-02,2003-06-03,2003-06-04"
3383,2003-06-02,0.004799087897671819,2003-06-02,2003-06-05,4,"2003-06-02,2003-06-03,2003-06-04,2003-06-05"
3384,2003-06-03,0.006279367571148247,2003-06-03,2003-06-06,4,"2003-06-03,2003-06-04,2003-06-05,2003-06-06"
3385,2003-06-04,0.009844711912070023,2003-06-04,2003-06-09,4,"2003-06-04,2003-06-05,2003-06-06,2003-06-09"
3386,2003-06-05,0.007870636092366965,2003-06-05,2003-06-10,4,"2003-06-05,2003-06-06,2003-06-09,2003-06-10"
3387,2003-06-06,0.009784117102987563,2003-06-06,2003-06-11,4,"2003-06-06,2003-06-09,2003-06-10,2003-06-11"
3388,2003-06-09,0.009516060489880235,2003-06-09,2003-06-12,4,"2003-06-09,2003-06-10,2003-06-11,2003-06-12"
3389,2003-06-10,0.008727284034364272,2003-06-10,2003-06-13,4,"2003-06-10,2003-06-11,2003-06-12,2003-06-13"
3390,2003-06-11,0.012163138220599484,2003-06-11,2003-06-16,4,"2003-06-11,2003-06-12,2003-06-13,2003-06-16"
3391,2003-06-12,0.011719120979678876,2003-06-12,2003-06-17,4,"2003-06-12,2003-06-13,2003-06-16,2003-06-17"
3392,2003-06-13,0.011912685547661164,2003-06-13,2003-06-18,4,"2003-06-13,2003-06-16,2003-06-17,2003-06-18"
3393,2003-06-16,0.013471102798234772,2003-06-16,2003-06-19,4,"2003-06-16,2003-06-17,2003-06-18,2003-06-19"
3394,2003-06-17,0.00672677721355466,2003-06-17,2003-06-20,4,"2003-06-17,2003-06-18,2003-06-19,2003-06-20"
3395,2003-06-18,0.007264648130419385,2003-06-18,2003-06-23,4,"2003-06-18,2003-06-19,2003-06-20,2003-06-23"
3396,2003-06-19,0.008061967257387654,2003-06-19,2003-06-24,4,"2003-06-19,2003-06-20,2003-06-23,2003-06-24"
3397,2003-06-20,0.006640917086255161,2003-06-20,2003-06-25,4,"2003-06-20,2003-06-23,2003-06-24,2003-06-25"
3398,2003-06-23,0.009524984464187862,2003-06-23,2003-06-26,4,"2003-06-23,2003-06-24,2003-06-25,2003-06-26"
3399,2003-06-24,0.008294483163642213,2003-06-24,2003-06-27,4,"2003-06-24,2003-06-25,2003-06-26,2003-06-27"
3400,2003-06-25,0.008091983076568554,2003-06-25,2003-06-30,4,"2003-06-25,2003-06-26,2003-06-27,2003-06-30"
3401,2003-06-26,0.008138534086420514,2003-06-26,2003-07-01,4,"2003-06-26,2003-06-27,2003-06-30,2003-07-01"
3402,2003-06-27,0.008382599916511729,2003-06-27,2003-07-02,4,"2003-06-27,2003-06-30,2003-07-01,2003-07-02"
3403,2003-06-30,0.007818395256577319,2003-06-30,2003-07-03,4,"2003-06-30,2003-07-01,2003-07-02,2003-07-03"
3404,2003-07-01,0.009908813590067974,2003-07-01,2003-07-07,4,"2003-07-01,2003-07-02,2003-07-03,2003-07-07"
3405,2003-07-02,0.010064420838545309,2003-07-02,2003-07-08,4,"2003-07-02,2003-07-03,2003-07-07,2003-07-08"
3406,2003-07-03,0.01060817938897588,2003-07-03,2003-07-09,4,"2003-07-03,2003-07-07,2003-07-08,2003-07-09"
3407,2003-07-07,0.012066716137013973,2003-07-07,2003-07-10,4,"2003-07-07,2003-07-08,2003-07-09,2003-07-10"
3408,2003-07-08,0.008751206261834735,2003-07-08,2003-07-11,4,"2003-07-08,2003-07-09,2003-07-10,2003-07-11"
3409,2003-07-09,0.009128764337182222,2003-07-09,2003-07-14,4,"2003-07-09,2003-07-10,2003-07-11,2003-07-14"
3410,2003-07-10,0.008899416886746985,2003-07-10,2003-07-15,4,"2003-07-10,2003-07-11,2003-07-14,2003-07-15"
3411,2003-07-11,0.006483633162880675,2003-07-11,2003-07-16,4,"2003-07-11,2003-07-14,2003-07-15,2003-07-16"
3412,2003-07-14,0.0065195862898258525,2003-07-14,2003-07-17,4,"2003-07-14,2003-07-15,2003-07-16,2003-07-17"
3413,2003-07-15,0.008902883024363227,2003-07-15,2003-07-18,4,"2003-07-15,2003-07-16,2003-07-17,2003-07-18"
3414,2003-07-16,0.01036917134073541,2003-07-16,2003-07-21,4,"2003-07-16,2003-07-17,2003-07-18,2003-07-21"
3415,2003-07-17,0.01212367634521583,2003-07-17,2003-07-22,4,"2003-07-17,2003-07-18,2003-07-21,2003-07-22"
3416,2003-07-18,0.010377836300125816,2003-07-18,2003-07-23,4,"2003-07-18,2003-07-21,2003-07-22,2003-07-23"
3417,2003-07-21,0.008951453005373672,2003-07-21,2003-07-24,4,"2003-07-21,2003-07-22,2003-07-23,2003-07-24"
3418,2003-07-22,0.009225987069653824,2003-07-22,2003-07-25,4,"2003-07-22,2003-07-23,2003-07-24,2003-07-25"
3419,2003-07-23,0.009209538173291206,2003-07-23,2003-07-28,4,"2003-07-23,2003-07-24,2003-07-25,2003-07-28"
3420,2003-07-24,0.010128094687201274,2003-07-24,2003-07-29,4,"2003-07-24,2003-07-25,2003-07-28,2003-07-29"
3421,2003-07-25,0.00940754801796923,2003-07-25,2003-07-30,4,"2003-07-25,2003-07-28,2003-07-29,2003-07-30"
3422,2003-07-28,0.0035821655323243977,2003-07-28,2003-07-31,4,"2003-07-28,2003-07-29,2003-07-30,2003-07-31"
3423,2003-07-29,0.005039454001499604,2003-07-29,2003-08-01,4,"2003-07-29,2003-07-30,2003-07-31,2003-08-01"
3424,2003-07-30,0.005328646345724296,2003-07-30,2003-08-04,4,"2003-07-30,2003-07-31,2003-08-01,2003-08-04"
3425,2003-07-31,0.008775321321031428,2003-07-31,2003-08-05,4,"2003-07-31,2003-08-01,2003-08-04,2003-08-05"
3426,2003-08-01,0.00850266074131548,2003-08-01,2003-08-06,4,"2003-08-01,2003-08-04,2003-08-05,2003-08-06"
3427,2003-08-04,0.009569229356279388,2003-08-04,2003-08-07,4,"2003-08-04,2003-08-05,2003-08-06,2003-08-07"
3428,2003-08-05,0.009667998754501994,2003-08-05,2003-08-08,4,"2003-08-05,2003-08-06,2003-08-07,2003-08-08"
3429,2003-08-06,0.0020714943061646666,2003-08-06,2003-08-11,4,"2003-08-06,2003-08-07,2003-08-08,2003-08-11"
3430,2003-08-07,0.0028193512888619572,2003-08-07,2003-08-12,4,"2003-08-07,2003-08-08,2003-08-11,2003-08-12"
3431,2003-08-08,0.005828215718832209,2003-08-08,2003-08-13,4,"2003-08-08,2003-08-11,2003-08-12,2003-08-13"
3432,2003-08-11,0.006100035821834921,2003-08-11,2003-08-14,4,"2003-08-11,2003-08-12,2003-08-13,2003-08-14"
3433,2003-08-12,0.00625624661028893,2003-08-12,2003-08-15,4,"2003-08-12,2003-08-13,2003-08-14,2003-08-15"
3434,2003-08-13,0.006026519934951785,2003-08-13,2003-08-18,4,"2003-08-13,2003-08-14,2003-08-15,2003-08-18"
3435,2003-08-14,0.003476608596893289,2003-08-14,2003-08-19,4,"2003-08-14,2003-08-15,2003-08-18,2003-08-19"
3436,2003-08-15,0.004196151109432489,2003-08-15,2003-08-20,4,"2003-08-15,2003-08-18,2003-08-19,2003-08-20"
3437,2003-08-18,0.003980472228734411,2003-08-18,2003-08-21,4,"2003-08-18,2003-08-19,2003-08-20,2003-08-21"
3438,2003-08-19,0.005299783405829491,2003-08-19,2003-08-22,4,"2003-08-19,2003-08-20,2003-08-21,2003-08-22"
3439,2003-08-20,0.004962630469489289,2003-08-20,2003-08-25,4,"2003-08-20,2003-08-21,2003-08-22,2003-08-25"
3440,2003-08-21,0.005453424597030158,2003-08-21,2003-08-26,4,"2003-08-21,2003-08-22,2003-08-25,2003-08-26"
3441,2003-08-22,0.005072492644216804,2003-08-22,2003-08-27,4,"2003-08-22,2003-08-25,2003-08-26,2003-08-27"
3442,2003-08-25,0.0023655144838009975,2003-08-25,2003-08-28,4,"2003-08-25,2003-08-26,2003-08-27,2003-08-28"
3443,2003-08-26,0.0023109033956353986,2003-08-26,2003-08-29,4,"2003-08-26,2003-08-27,2003-08-28,2003-08-29"
3444,2003-08-27,0.004939283680884296,2003-08-27,2003-09-02,4,"2003-08-27,2003-08-28,2003-08-29,2003-09-02"
3445,2003-08-28,0.0038388537328022535,2003-08-28,2003-09-03,4,"2003-08-28,2003-08-29,2003-09-02,2003-09-03"
3446,2003-08-29,0.0045987600389767675,2003-08-29,2003-09-04,4,"2003-08-29,2003-09-02,2003-09-03,2003-09-04"
3447,2003-09-02,0.0072335314844759035,2003-09-02,2003-09-05,4,"2003-09-02,2003-09-03,2003-09-04,2003-09-05"
3448,2003-09-03,0.005905519546736923,2003-09-03,2003-09-08,4,"2003-09-03,2003-09-04,2003-09-05,2003-09-08"
3449,2003-09-04,0.007240534271125661,2003-09-04,2003-09-09,4,"2003-09-04,2003-09-05,2003-09-08,2003-09-09"
3450,2003-09-05,0.008425684948494475,2003-09-05,2003-09-10,4,"2003-09-05,2003-09-08,2003-09-09,2003-09-10"
3451,2003-09-08,0.009158612718395178,2003-09-08,2003-09-11,4,"2003-09-08,2003-09-09,2003-09-10,2003-09-11"
3452,2003-09-09,0.007169218053333765,2003-09-09,2003-09-12,4,"2003-09-09,2003-09-10,2003-09-11,2003-09-12"
3453,2003-09-10,0.006620046295889146,2003-09-10,2003-09-15,4,"2003-09-10,2003-09-11,2003-09-12,2003-09-15"
3454,2003-09-11,0.006526029811929148,2003-09-11,2003-09-16,4,"2003-09-11,2003-09-12,2003-09-15,2003-09-16"
3455,2003-09-12,0.0072700022636404986,2003-09-12,2003-09-17,4,"2003-09-12,2003-09-15,2003-09-16,2003-09-17"
3456,2003-09-15,0.008651575527167561,2003-09-15,2003-09-18,4,"2003-09-15,2003-09-16,2003-09-17,2003-09-18"
3457,2003-09-16,0.008501231065649305,2003-09-16,2003-09-19,4,"2003-09-16,2003-09-17,2003-09-18,2003-09-19"
3458,2003-09-17,0.009437451789936126,2003-09-17,2003-09-22,4,"2003-09-17,2003-09-18,2003-09-19,2003-09-22"
3459,2003-09-18,0.009867568262471147,2003-09-18,2003-09-23,4,"2003-09-18,2003-09-19,2003-09-22,2003-09-23"
3460,2003-09-19,0.009587681635158413,2003-09-19,2003-09-24,4,"2003-09-19,2003-09-22,2003-09-23,2003-09-24"
3461,2003-09-22,0.009353971540314115,2003-09-22,2003-09-25,4,"2003-09-22,2003-09-23,2003-09-24,2003-09-25"
3462,2003-09-23,0.008899918998787183,2003-09-23,2003-09-26,4,"2003-09-23,2003-09-24,2003-09-25,2003-09-26"
3463,2003-09-24,0.0102327559651336,2003-09-24,2003-09-29,4,"2003-09-24,2003-09-25,2003-09-26,2003-09-29"
3464,2003-09-25,0.007749131563742173,2003-09-25,2003-09-30,4,"2003-09-25,2003-09-26,2003-09-29,2003-09-30"
3465,2003-09-26,0.013123840110424414,2003-09-26,2003-10-01,4,"2003-09-26,2003-09-29,2003-09-30,2003-10-01"
3466,2003-09-29,0.011945833926063649,2003-09-29,2003-10-02,4,"2003-09-29,2003-09-30,2003-10-01,2003-10-02"
3467,2003-09-30,0.011919030464691614,2003-09-30,2003-10-03,4,"2003-09-30,2003-10-01,2003-10-02,2003-10-03"
3468,2003-10-01,0.00786897728825724,2003-10-01,2003-10-06,4,"2003-10-01,2003-10-02,2003-10-03,2003-10-06"
3469,2003-10-02,0.0026939278233288756,2003-10-02,2003-10-07,4,"2003-10-02,2003-10-03,2003-10-06,2003-10-07"
3470,2003-10-03,0.005338226608487447,2003-10-03,2003-10-08,4,"2003-10-03,2003-10-06,2003-10-07,2003-10-08"
3471,2003-10-06,0.004287736044166755,2003-10-06,2003-10-09,4,"2003-10-06,2003-10-07,2003-10-08,2003-10-09"
3472,2003-10-07,0.004189781067287393,2003-10-07,2003-10-10,4,"2003-10-07,2003-10-08,2003-10-09,2003-10-10"
3473,2003-10-08,0.0047867929465261645,2003-10-08,2003-10-13,4,"2003-10-08,2003-10-09,2003-10-10,2003-10-13"
3474,2003-10-09,0.0027901817572362738,2003-10-09,2003-10-14,4,"2003-10-09,2003-10-10,2003-10-13,2003-10-14"
3475,2003-10-10,0.003778062074880361,2003-10-10,2003-10-15,4,"2003-10-10,2003-10-13,2003-10-14,2003-10-15"
3476,2003-10-13,0.003475894796106576,2003-10-13,2003-10-16,4,"2003-10-13,2003-10-14,2003-10-15,2003-10-16"
3477,2003-10-14,0.005678043014065362,2003-10-14,2003-10-17,4,"2003-10-14,2003-10-15,2003-10-16,2003-10-17"
3478,2003-10-15,0.005979840252242611,2003-10-15,2003-10-20,4,"2003-10-15,2003-10-16,2003-10-17,2003-10-20"
3479,2003-10-16,0.005978572496792306,2003-10-16,2003-10-21,4,"2003-10-16,2003-10-17,2003-10-20,2003-10-21"
